BTC_PRICE,COUNT,MEAN,MEDIAN,SUM
8851.39,4995,0.27,0.28,1330.98
8870.5,4473,0.23,0.25,1017.98
8892.42,4816,0.26,0.31,1266.09
8630.89,6188,0.3,0.36,1838.1
8517.41,5613,0.23,0.22,1275.21
8589.73,6006,0.24,0.24,1454.78
8758.44,11077,0.18,0.17,1954.55
8637.86,5642,0.18,0.2,1040.7
8584.95,5261,0.23,0.27,1230.14
8587.2,4128,0.24,0.26,988.75
8620.79,3888,0.25,0.27,973.4
8618.2,3271,0.23,0.26,739.25
8621.04,2692,0.22,0.26,601.04
8640.05,2923,0.25,0.27,718.26
8723.46,2530,0.24,0.26,604.69
8706.49,2500,0.24,0.27,603.73
8735.2,2486,0.26,0.3,653.91
8698.73,4432,0.38,0.38,1700.38
8658.36,3974,0.32,0.33,1253.64
8749.99,3613,0.34,0.34,1217
8790.99,3314,0.34,0.35,1140.73
8787.53,3058,0.32,0.33,971.47
8805.17,3779,0.35,0.36,1337.1
8769.65,3899,0.28,0.33,1100.72
8742.37,3674,0.26,0.31,959.28
8889.49,4125,0.29,0.33,1183.56
8877.56,3981,0.26,0.27,1026.11
8930.43,4288,0.27,0.27,1174.78
8883.37,3890,0.24,0.27,940.4
8905.12,3738,0.24,0.23,912.38
8815.17,2950,0.27,0.29,806.94
8827.89,2984,0.24,0.25,706.35
8738.94,2635,0.23,0.24,596.18
8822.53,2804,0.23,0.27,645.16
8822.43,2152,0.22,0.27,476.53
8941.17,2173,0.19,0.16,410.71
8950,2099,0.19,0.23,398.82
8942.76,2161,0.19,0.22,419.78
8908,2001,0.25,0.26,497.13
8935.53,2341,0.25,0.26,596.47
8886.25,2587,0.26,0.26,667.45
8916.7,2492,0.27,0.26,685.11
8878.05,2994,0.29,0.28,856.93
8914.86,3347,0.31,0.33,1044.19
8921.24,2916,0.26,0.32,771.69
8958.48,2765,0.27,0.33,742.88
9047.49,2938,0.24,0.27,718.43
9100.91,3677,0.21,0.25,769.73
9088,3513,0.26,0.27,921.63
9083.96,4178,0.28,0.33,1177.91
9145.8,3742,0.26,0.33,987.02
9122.93,3555,0.27,0.3,965.7
9099.76,3460,0.27,0.33,926.23
9089.27,4051,0.32,0.34,1300.41
9167.43,3370,0.27,0.26,899.62
9305.84,3236,0.24,0.26,778.62
9370.52,2815,0.24,0.26,675.78
9329.47,2579,0.24,0.26,622.12
9320.1,2223,0.25,0.26,555.43
9313.38,2186,0.25,0.25,537.84
9278.19,2056,0.24,0.25,486.08
9342.81,2277,0.26,0.27,593.44
9354.99,1048,0.29,0.27,303.42
9319.83,1880,0.25,0.26,464.91
9438.64,2183,0.25,0.26,548.05
9448.21,2795,0.26,0.27,719.08
9518.2,2806,0.26,0.27,732.57
9616.41,2790,0.25,0.27,699.71
9810.01,2860,0.23,0.26,669.12
9655.56,3055,0.26,0.29,794.06
9679.57,2987,0.26,0.27,788.04
9577,3606,0.26,0.3,929.32
9627.41,3701,0.26,0.29,965.29
9708.38,3734,0.26,0.25,971.52
9755.26,3352,0.26,0.27,870.29
9669.42,3225,0.27,0.26,879.36
9623.6,2852,0.22,0.24,628.75
9680.61,3088,0.27,0.29,838.35
9660.32,2549,0.25,0.27,626.65
9660.52,2708,0.25,0.25,666.92
9781.13,2718,0.29,0.31,796.3
9760.14,2429,0.23,0.21,550.62
9795.33,2195,0.24,0.25,518.02
9765.01,1979,0.22,0.25,444.67
9736.99,1805,0.24,0.25,438.47
9502.51,2073,0.21,0.2,426.58
9482.43,1849,0.24,0.24,443.96
9445.3,1792,0.22,0.24,392.77
9504.78,1927,0.25,0.3,478.11
9542.9,2329,0.31,0.33,723.68
9668.35,2374,0.29,0.31,684.68
9614.92,2550,0.27,0.29,694.64
9614.81,2496,0.27,0.29,681.36
9589.92,2805,0.29,0.33,815.48
9592.72,2329,0.28,0.28,656.08
9528.01,2771,0.27,0.32,749.62
9538.44,2681,0.28,0.33,752.06
9562.01,2986,0.27,0.29,808.14
9471.8,2854,0.25,0.26,720.1
9468.02,2806,0.25,0.27,705.36
9473.59,3023,0.23,0.23,685.41
9492.06,3449,0.22,0.18,741.88
9341.57,2935,0.22,0.2,639.2
9244.3,3396,0.21,0.22,703.7
9413.43,3661,0.23,0.25,825.13
9355.77,4178,0.24,0.23,994.56
9312.1,3022,0.25,0.24,757.28
9385.01,2558,0.23,0.24,595.94
9415.07,2501,0.22,0.23,560.39
9430.22,3445,0.17,0.17,579.26
9412.17,2536,0.19,0.17,484.75
9499.99,2439,0.28,0.25,689.34
9464.26,2957,0.26,0.25,771.66
9469.86,2577,0.28,0.25,714.31
9394.19,3819,0.35,0.35,1346.12
9419.18,2973,0.27,0.3,791.04
9414.32,2504,0.23,0.25,584.4
9453.58,3249,0.25,0.28,820.37
9408.69,3683,0.26,0.26,941.94
9471.78,3259,0.24,0.26,786.77
9454.72,4191,0.28,0.25,1156.03
9430.44,4244,0.19,0.17,804.24
9383.39,4325,0.21,0.22,915.05
9382.88,3828,0.24,0.23,925.87
9317.89,3392,0.25,0.24,856.54
9281.28,3181,0.23,0.24,735.14
9332.6,2860,0.22,0.23,643.34
9379.65,2677,0.23,0.24,611.27
9384.73,2648,0.21,0.23,560.7
9414.69,2130,0.21,0.22,455
9385.07,2097,0.2,0.2,424.39
9481.25,1809,0.19,0.2,349.75
9475,1777,0.19,0.18,334.93
9514.99,1672,0.16,0.18,270.93
9538.31,1752,0.19,0.18,332.27
9506.92,1591,0.21,0.24,341.68
9495.01,2242,0.21,0.18,461.76
9540.55,2371,0.25,0.25,586.49
9538.87,2063,0.26,0.27,536.79
9489.89,2291,0.26,0.29,587.73
9486.74,2702,0.26,0.32,699.47
9532.45,2268,0.27,0.3,606.11
9524.03,2433,0.25,0.29,603.79
9745,3182,0.17,0.2,545.05
9749.02,2834,0.22,0.26,611.7
9814.21,2913,0.25,0.28,730.48
9824.61,3273,0.27,0.3,884.16
9737.04,3180,0.26,0.28,829.28
9764.99,3001,0.23,0.28,683.9
9755.01,2479,0.26,0.29,648.76
9770.05,2372,0.21,0.25,506.06
9751.7,1945,0.21,0.26,413.75
9764.96,2365,0.21,0.25,503.74
9691.01,2214,0.24,0.26,531.61
9676.06,1944,0.22,0.25,431.59
9774.88,1921,0.2,0.24,380
9896.38,2369,0.2,0.23,478.06
9865.85,2003,0.22,0.24,445
9861.2,2515,0.32,0.37,815.59
9875.38,2375,0.32,0.36,748.84
9855.26,2273,0.28,0.29,626.81
9773.21,2724,0.28,0.32,762.09
9767.99,2675,0.25,0.28,664.22
9578.24,3242,0.28,0.29,894.36
9570.02,2688,0.28,0.34,759.67
9626.4,2567,0.28,0.34,726
9635,3081,0.28,0.34,851.94
9665.97,3154,0.28,0.33,889.83
9658.55,4042,0.27,0.29,1095.43
9707.31,3597,0.28,0.33,1009.53
9659.96,3703,0.22,0.21,824.81
9627.17,3701,0.26,0.29,949.33
9613.99,3032,0.22,0.26,672.74
9654.84,3081,0.23,0.26,702.46
9697.58,2785,0.23,0.25,632.44
9682.28,2762,0.25,0.31,679.69
9685.01,2475,0.22,0.26,554.18
9716.28,2478,0.28,0.31,701.53
9726.31,2242,0.22,0.18,496.14
9636.46,2077,0.22,0.24,465.2
9648.63,2004,0.22,0.23,432.55
9601.78,1934,0.23,0.26,438.37
9529.05,1979,0.22,0.24,430.94
9520.01,2046,0.25,0.27,511.11
9594.81,2435,0.26,0.29,622.84
9577.62,2216,0.26,0.27,585.48
9560.15,2408,0.27,0.31,645.41
9805.68,2768,0.27,0.33,750.67
9783.33,3106,0.22,0.23,698.43
9785,2868,0.26,0.3,759.94
9729.37,2942,0.23,0.24,686.78
9617.81,2793,0.22,0.23,608.47
9665.8,2991,0.22,0.23,655.62
9699.01,3458,0.24,0.26,825.22
9685.9,3076,0.23,0.25,718.31
9695,3725,0.24,0.24,912.03
9662.14,2290,0.23,0.24,530.08
9702.4,2629,0.22,0.24,590.08
9638.47,2620,0.27,0.31,701.73
9692.72,2531,0.28,0.29,710.31
9688.6,2230,0.21,0.23,465.29
9751.96,2026,0.23,0.28,467.12
9785.96,1847,0.22,0.25,405.32
9746.73,2014,0.24,0.25,484.41
9742.77,1984,0.24,0.24,483.94
9729.02,1889,0.23,0.21,441.16
9720.22,1752,0.25,0.26,433.88
9731,1968,0.26,0.25,518.01
9745.19,2191,0.26,0.28,577.26
9715.92,2357,0.24,0.3,574.57
9759.01,2639,0.23,0.25,610.7
9776.27,2274,0.24,0.25,550.26
9780.6,2394,0.24,0.26,579.35
9773.65,2606,0.26,0.29,680.49
9720,2417,0.23,0.25,563.08
9762.48,2893,0.26,0.3,755.19
9782,3132,0.23,0.23,708.13
9766.57,3210,0.2,0.17,652.92
9401.71,4476,0.18,0.18,786.29
9487.92,4069,0.21,0.2,848.49
9535.37,3652,0.26,0.25,944.09
9532.86,3668,0.25,0.26,902.77
9533.45,2953,0.22,0.24,649.55
9589.66,2843,0.24,0.23,682.93
9550,2601,0.19,0.21,499.54
9518.95,2149,0.22,0.21,468.06
9510.47,1935,0.18,0.18,343.55
9553,2088,0.2,0.2,410.96
9512.03,1813,0.22,0.21,399.87
9450,1776,0.23,0.21,411.67
9466.85,1870,0.25,0.27,470.04
9472.11,1763,0.25,0.25,434.09
9490,1851,0.24,0.22,439.47
9482.92,2445,0.25,0.3,617.16
9442.14,2630,0.26,0.3,685.23
9366.99,2425,0.25,0.26,610.88
9304.02,2517,0.28,0.33,694.17
9359.9,2620,0.26,0.26,671.08
9372.51,2665,0.23,0.25,619.52
9347.33,3062,0.24,0.25,729.56
9278.37,2612,0.25,0.24,639.98
9068.98,2995,0.19,0.2,559.02
9071.34,2747,0.25,0.29,686.31
9069.16,2934,0.27,0.3,801.39
8991.14,2505,0.23,0.26,584.04
8816.77,3008,0.2,0.21,603.71
9066.94,2821,0.3,0.31,838.91
9060.44,2411,0.26,0.3,616.12
9103.44,2362,0.27,0.29,635.79
9114.88,2059,0.26,0.26,528.46
9057.05,2116,0.24,0.26,497.64
9020.65,1800,0.26,0.3,473.2
9080.36,1696,0.25,0.3,425.25
9039.38,1750,0.26,0.28,460.65
8977.4,1892,0.26,0.25,495.74
8982.48,1803,0.24,0.22,431.96
9032.55,1836,0.28,0.29,505.14
9080.19,2658,0.26,0.28,687.58
9071.44,3372,0.3,0.37,1018.08
9079,2685,0.3,0.34,792.97
9098.94,2937,0.32,0.32,942.24
9161.56,3415,0.29,0.29,1006.91
9165.6,3575,0.31,0.32,1111.04
9172.01,3746,0.29,0.29,1084.41
9106.97,3926,0.31,0.34,1220.16
9134.55,4099,0.23,0.25,962.77
9211.6,4842,0.17,0.16,834.1
9245.99,4112,0.22,0.22,923.67
9198.86,3614,0.3,0.31,1094.23
9191.02,3319,0.29,0.3,950.9
9173.33,2696,0.31,0.34,828.6
9185.06,2652,0.3,0.3,789.02
9205.17,2843,0.28,0.28,799.46
9197.71,2048,0.28,0.29,580.98
9168.84,2109,0.26,0.27,541.95
9247.82,1969,0.26,0.26,503.43
9236.75,1961,0.28,0.29,543.49
9280.01,1622,0.29,0.31,468.28
9292,1502,0.27,0.29,405.11
9262.95,1546,0.28,0.3,434.08
9268.6,1755,0.25,0.29,436.83
9243.66,1688,0.25,0.26,428.52
9261,1977,0.26,0.27,512.31
9193.74,2064,0.32,0.36,667.48
9140,2100,0.31,0.34,648
9140.01,1723,0.29,0.32,493.56
9183,2094,0.3,0.34,620.92
9134.79,2188,0.28,0.29,617.98
9159.12,2286,0.26,0.27,589.25
9201.48,2150,0.29,0.33,624.26
9198.73,2612,0.26,0.29,690.59
9181.21,2326,0.28,0.29,646.62
9181.1,1926,0.29,0.28,552.22
9163.85,1916,0.27,0.28,510.94
9186.71,2014,0.26,0.28,522.39
9237.92,1815,0.28,0.26,499.23
9231.34,1707,0.23,0.25,387.86
9233.48,1681,0.24,0.25,400.66
9179.72,1447,0.24,0.25,343.13
9201.11,1541,0.19,0.21,289.91
9176.86,2260,0.18,0.21,398.58
9202.01,2179,0.3,0.35,647.76
9197.67,1692,0.23,0.25,381.92
9197.22,1601,0.22,0.26,358.76
9205.01,2020,0.24,0.31,494.42
9280.72,2456,0.26,0.35,635.83
9264.82,2174,0.22,0.25,472.51
9266.04,2320,0.24,0.27,564.57
9270.99,2449,0.24,0.25,577.97
9268.5,2135,0.28,0.29,593.2
9116.49,2107,0.28,0.29,582.48
9159.86,2241,0.23,0.25,505.18
9089,2769,0.25,0.31,700.15
9077.3,2647,0.25,0.29,656.82
9057.74,2519,0.26,0.29,659.23
8940.98,2989,0.24,0.3,711.16
8944.87,2775,0.18,0.24,507.47
8944.53,2807,0.27,0.31,763.4
9021.76,2294,0.27,0.3,609.52
9001,2091,0.26,0.27,537.15
9058.29,1875,0.23,0.26,440.36
9039.54,1999,0.25,0.25,504.47
8711.47,2594,0.22,0.26,572.82
8808.64,1837,0.25,0.29,453.92
8790.36,1817,0.24,0.29,434.31
8793.2,1731,0.25,0.3,437.29
8782.35,1717,0.25,0.28,433.08
8805.66,1669,0.28,0.33,466.55
8780.46,2069,0.28,0.36,588.98
8788.09,2022,0.27,0.32,550.06
8863.45,2172,0.26,0.28,560.79
8829.19,2337,0.27,0.27,622.21
8750.7,2209,0.27,0.29,586.78
8690.92,2386,0.28,0.29,664.11
8750.01,2481,0.28,0.32,703.88
8761.79,3065,0.29,0.32,885.86
8810.75,3228,0.28,0.29,900.74
8755.04,3116,0.28,0.31,863.9
8783.18,3293,0.28,0.31,914.18
8807.15,3022,0.28,0.29,857.04
8894.96,3467,0.29,0.34,999.84
8887.74,2840,0.25,0.27,704.16
8934.45,2305,0.28,0.29,635.78
8916.81,2459,0.23,0.26,556.74
8900.75,1960,0.23,0.25,450.57
8904.98,1722,0.25,0.25,424.1
8900,1734,0.27,0.29,471.92
8860,2021,0.24,0.29,477.31
8882.5,1707,0.24,0.25,415.88
8874.2,1724,0.26,0.25,448.37
8901.86,1878,0.27,0.25,508.1
8906.54,1518,0.23,0.24,344.15
8935.01,2168,0.28,0.29,601.22
8887.91,2120,0.27,0.27,564.4
8959.61,2435,0.28,0.28,690.39
8964.35,2311,0.23,0.25,542.51
8887.9,2585,0.28,0.26,718.76
8879.57,2154,0.26,0.26,556.53
8866.1,2426,0.26,0.29,639.25
8813.67,2713,0.26,0.26,709.58
8808.04,2703,0.28,0.34,747.41
8814.13,3646,0.29,0.38,1054.52
8712.43,3420,0.27,0.33,934.44
8788.16,3209,0.35,0.37,1108.98
8810.03,2588,0.26,0.28,662.12
8812.01,2421,0.26,0.27,625.27
8791.74,2120,0.23,0.25,486.95
8856.76,2086,0.23,0.25,479.84
8843.87,2015,0.23,0.22,454.32
8832.61,1794,0.27,0.26,476.73
8844.24,1732,0.27,0.29,466.48
8885.01,1718,0.27,0.29,463.31
8849.61,1693,0.27,0.28,462.1
8816.49,1997,0.29,0.29,576.52
8827.69,1710,0.28,0.29,472.26
8852.33,1556,0.23,0.25,360.32
8873.82,1524,0.28,0.29,424.22
8840.01,2114,0.26,0.25,541.22
8841.05,2566,0.31,0.35,807.57
8931.04,2241,0.29,0.33,658.47
8930.12,2456,0.32,0.34,773.83
9120.75,3211,0.27,0.25,859.79
9148.21,3491,0.28,0.32,992.1
9147.89,3361,0.28,0.33,943.93
9142.63,3233,0.24,0.26,780.36
9155.52,3345,0.24,0.25,791.1
9146,3370,0.17,0.2,587.38
9174.54,3523,0.25,0.27,889.47
9195.39,2919,0.2,0.2,591.57
9169.77,2868,0.2,0.2,573.43
9154.76,2742,0.23,0.24,618.95
9163,2307,0.21,0.23,490.71
9065.01,2183,0.22,0.23,480.01
9095,2126,0.2,0.21,428.51
9202.76,1841,0.16,0.18,303.44
9258.29,1632,0.2,0.21,332.42
9220.24,2088,0.22,0.25,463.51
9200,2127,0.21,0.22,451
9166.38,2019,0.22,0.2,435.56
9183.43,2254,0.28,0.3,634.52
9164.31,2418,0.24,0.26,577.57
9166.75,2679,0.23,0.26,611.56
9144.02,2862,0.23,0.23,661.66
9182.91,2596,0.24,0.25,615.27
9201.44,2612,0.27,0.28,702.6
9166.95,2299,0.23,0.25,529.83
9263.46,2933,0.27,0.28,791.15
9430.05,3757,0.23,0.25,848.97
9410,4389,0.23,0.29,996.26
9469.58,3965,0.25,0.29,978.47
9492.69,4131,0.25,0.28,1012.4
9450.14,3667,0.19,0.24,700.23
9470,3004,0.21,0.26,618.85
9432.01,2626,0.21,0.25,557.38
9453.99,2700,0.23,0.25,618.39
9449.71,2565,0.22,0.24,554.86
9438.71,2211,0.18,0.18,407.45
9487,2279,0.2,0.22,450.44
9582.66,1953,0.18,0.19,352.99
9511.1,1917,0.19,0.18,372.16
9511.45,1872,0.18,0.18,345.78
9504.41,1704,0.2,0.2,336.42
9515.47,2020,0.23,0.25,458.73
9495.28,1972,0.2,0.19,391.98
9517.04,2041,0.21,0.23,419.69
9513.07,2363,0.17,0.19,401.01
9523.27,2329,0.23,0.25,527.22
9445,2531,0.25,0.29,644.8
9450.01,2846,0.28,0.29,793.98
9357.1,2588,0.24,0.26,614.22
9400,2550,0.25,0.28,632.42
9394.35,2636,0.23,0.27,616.95
9434.76,2769,0.23,0.26,634.41
9444,2929,0.26,0.27,753.59
9407.81,3188,0.24,0.25,766.41
9427.32,3351,0.24,0.25,814.38
9423.54,4230,0.24,0.25,1026.13
9430.01,2683,0.26,0.31,690.63
9398.61,2306,0.23,0.21,523.49
9414.42,1919,0.2,0.22,390.6
9389.91,2126,0.25,0.29,533.4
9428.02,1795,0.24,0.25,435.12
9423.84,1778,0.22,0.25,387.62
9368,1565,0.2,0.22,317.74
9376,1424,0.22,0.24,318.8
9381.94,1461,0.22,0.23,323.07
9391.01,1446,0.21,0.25,303.46
9510.93,1912,0.19,0.18,363.81
9553.22,1963,0.17,0.16,334.18
9547.48,2252,0.22,0.26,503.95
9525.6,2514,0.29,0.34,736.24
9530.63,2603,0.25,0.26,647.29
9501.12,2793,0.26,0.33,735.63
9522.43,2235,0.28,0.33,625.53
9556.5,2216,0.25,0.26,559.65
9542.37,2727,0.22,0.25,587.55
9565.38,3083,0.26,0.34,796.65
9544.11,2966,0.23,0.31,675.1
9537.41,3301,0.29,0.35,948.2
9540.79,3036,0.26,0.28,775.03
9524.68,2468,0.28,0.32,678.88
9530.01,2395,0.27,0.33,656.9
9539.88,2017,0.24,0.28,487.71
9441.47,2004,0.23,0.26,458.46
9487.07,1756,0.2,0.26,350.16
9727.99,1759,0.19,0.25,339.99
9700,1655,0.22,0.27,363.38
9660.01,1620,0.2,0.25,327.12
9659.19,1507,0.23,0.27,348.44
9639.19,1748,0.21,0.24,364.91
9587.85,1641,0.21,0.24,337.66
9556.74,1587,0.21,0.24,328.06
9565.62,1569,0.23,0.27,353.82
9563.7,2426,0.31,0.4,742.54
9561.19,2041,0.24,0.33,489.07
9538.99,2101,0.3,0.34,622.38
9565,1978,0.27,0.33,534.94
9600,2277,0.31,0.35,708.58
9589.36,2388,0.28,0.32,657.15
9578.85,2836,0.27,0.33,760.03
9555,2668,0.24,0.28,650.08
9477.47,2396,0.26,0.29,627.23
9484.64,1335,0.24,0.26,322.62
9524.75,2392,0.26,0.26,616.59
9502.93,2276,0.25,0.28,567.51
9493.7,2266,0.23,0.25,517.05
9515.1,1790,0.22,0.22,388.62
9505.01,1651,0.21,0.21,353.79
9460.4,2166,0.25,0.34,537.19
9452,1583,0.24,0.27,385.22
9450.01,1460,0.21,0.21,303.32
9495.68,1602,0.21,0.23,337.59
9551.11,1442,0.19,0.21,272.28
9528.11,1511,0.15,0.17,232.31
9548.48,1471,0.16,0.17,231.23
9545.92,2053,0.22,0.26,451.8
9531.68,1628,0.21,0.24,340.93
9533.64,2086,0.26,0.33,534.77
9567.34,2194,0.19,0.21,418.34
9532.56,3353,0.12,0.05,407.11
9534.05,2312,0.19,0.2,448.82
9538.96,2681,0.22,0.25,599.66
9511.09,2446,0.21,0.24,520.33
9560,2711,0.17,0.2,461.03
9546.32,2820,0.19,0.16,528.41
9556.72,2575,0.21,0.22,530.45
9538,2730,0.22,0.22,593.48
9584.84,3044,0.25,0.26,756.03
9580.13,2461,0.26,0.26,641.21
9584.94,2158,0.21,0.23,453.52
9576.13,2097,0.2,0.21,415.41
9685.01,2269,0.2,0.21,462.69
9653.73,1754,0.18,0.17,309.18
9751.47,1907,0.2,0.23,373.62
10208.95,3740,0.11,0.14,424.69
10125,2490,0.12,0.13,310.46
10122.8,2297,0.19,0.2,429.83
10089.02,2067,0.17,0.19,348.62
10091,1753,0.14,0.17,250.08
10091.24,2211,0.19,0.25,410.24
10085.63,2357,0.19,0.2,442.31
10093.2,2157,0.18,0.2,385.75
10117.49,2392,0.26,0.26,628.89
10101.76,2278,0.19,0.23,422.63
10097.07,2454,0.21,0.22,520.76
10133.17,2504,0.21,0.23,521.11
10097.59,2481,0.2,0.22,488.82
10118.47,2684,0.17,0.2,463.55
10154.42,3046,0.2,0.25,605.49
9576.21,4003,0.15,0.16,615.99
9471.17,3807,0.14,0.18,532.7
9479.3,3574,0.18,0.21,656.67
9535.67,2911,0.18,0.18,520.43
9512.32,2861,0.24,0.25,678.13
9508.75,2481,0.18,0.16,440.19
9525,2183,0.2,0.21,446.29
9529.32,2264,0.16,0.18,372.78
9494.15,2006,0.2,0.21,410.7
9529.83,1718,0.19,0.22,331.23
9525,1532,0.18,0.18,269.63
9503.24,1793,0.19,0.19,336.14
9492.09,1717,0.19,0.2,325.33
9486.63,1958,0.21,0.2,406.31
9495.46,1938,0.17,0.19,323.38
9512.25,1876,0.22,0.26,418.56
9515.05,2150,0.24,0.25,514.68
9505.77,2223,0.23,0.25,501.42
9505.87,2586,0.25,0.26,657.4
9526.72,2784,0.28,0.29,785.57
9583.88,2547,0.28,0.27,706.19
9610.01,2333,0.24,0.25,563.36
9602.75,2597,0.22,0.25,569.54
9588.16,2789,0.24,0.28,680.22
9580.69,2699,0.24,0.28,644.39
9558.31,2853,0.21,0.21,590.81
9556.61,2468,0.21,0.23,517.06
9562.06,2413,0.22,0.24,540.28
9600.38,2410,0.21,0.25,513.13
9581.03,2236,0.2,0.23,444.74
9581.55,1872,0.19,0.2,361.6
9582.01,2121,0.22,0.23,469.14
9609.8,1879,0.2,0.18,383.01
9668.07,1802,0.21,0.22,375.08
9633,1642,0.22,0.24,361.02
9644.74,1541,0.2,0.2,304.88
9672.49,1404,0.2,0.2,280.03
9671.52,1538,0.22,0.23,331.33
9646.02,1658,0.21,0.23,354.92
9642.7,1802,0.2,0.19,365.45
9647.93,1874,0.23,0.22,430.4
9645.65,1947,0.24,0.24,458.9
9639.57,2057,0.24,0.25,498.59
9559.91,2391,0.27,0.25,643.85
9547,2374,0.22,0.24,521.24
9627.12,2626,0.26,0.27,683.89
9643.67,2526,0.25,0.26,621.47
9761.7,2746,0.22,0.27,615.46
9750.01,2537,0.22,0.25,555.2
9834.4,2810,0.21,0.26,602.56
9775.14,2685,0.22,0.26,584.35
9822.06,2836,0.26,0.28,746.45
9764.96,2905,0.19,0.18,549.45
9817,2829,0.24,0.29,677.79
9788.89,2577,0.22,0.23,573.15
9783.59,2220,0.2,0.25,439.93
9818.6,2191,0.19,0.22,410.15
9794.95,1864,0.19,0.23,362.93
9810.51,1826,0.23,0.25,420.76
9833,1716,0.2,0.23,349.02
9797.51,1762,0.23,0.25,400.93
9794.28,1580,0.21,0.24,332.39
9784.13,1502,0.25,0.26,377.44
9788.88,1830,0.24,0.29,443.04
9800.7,2091,0.25,0.28,518.49
9776.56,2206,0.26,0.31,572.34
9835.98,2465,0.26,0.29,640.28
9827.74,2917,0.32,0.39,940.94
9702.8,2773,0.26,0.28,715.67
9678.84,3121,0.28,0.31,860.74
9666.96,2551,0.24,0.27,615.27
9704.44,3052,0.26,0.29,789.54
9682.71,2943,0.25,0.29,749.05
9709.05,2496,0.23,0.26,584.36
9720.56,2867,0.25,0.26,709.74
9725.07,2687,0.24,0.32,652.22
9744.13,2735,0.18,0.22,481.24
9727.66,2939,0.27,0.35,786.97
9713.66,2372,0.22,0.29,526.42
9662.81,2072,0.24,0.33,488.34
9675.17,2263,0.25,0.35,560.92
9611.57,2295,0.25,0.35,570.2
9592.94,2243,0.22,0.26,496.36
9566.78,1557,0.23,0.29,361.24
9591.88,1538,0.23,0.26,351.44
9624.99,1451,0.22,0.27,317.84
9603.43,1356,0.19,0.23,263.07
9614.63,1419,0.24,0.29,344.16
9603.89,2521,0.28,0.33,713.57
9606.8,2384,0.28,0.34,674.71
9598.64,2889,0.22,0.25,637.22
9673.78,3411,0.24,0.24,831.54
9671.15,3127,0.21,0.23,652.61
9687.45,3007,0.22,0.24,666.67
9646.58,2784,0.23,0.26,653.59
9652.1,2837,0.19,0.18,551.05
9649.61,3094,0.22,0.28,691.39
9650.36,3074,0.23,0.25,701.23
9615.7,2957,0.21,0.26,635.55
9614.01,2992,0.24,0.27,725.05
9627.47,2494,0.24,0.26,607.83
9661.19,2334,0.24,0.26,559.33
9708.61,1985,0.22,0.24,434.1
9697.23,1813,0.22,0.25,399.67
9644.93,1760,0.22,0.27,392.76
9674.35,1753,0.23,0.23,408.12
9673.6,1860,0.25,0.27,464.13
9669.19,1762,0.23,0.24,405.68
9682.75,1622,0.23,0.26,377.3
9684.32,1800,0.26,0.31,472.75
9677.2,1757,0.25,0.29,433.52
9668.47,2098,0.21,0.22,443.37
9664.32,1805,0.22,0.24,405.2
9654.75,2027,0.25,0.27,500
9658.08,2181,0.26,0.31,568.94
9624.18,2479,0.28,0.34,702.46
9626.03,2361,0.3,0.35,708.99
9572.48,2237,0.25,0.3,558.55
9510.32,2334,0.23,0.24,547.32
9450.34,2818,0.27,0.33,749.41
9456.81,3119,0.26,0.33,805.07
9479.26,2455,0.24,0.27,578.39
9489.43,2648,0.23,0.28,613.88
9504.71,2307,0.22,0.26,505.04
9537.65,2137,0.2,0.24,426.15
9792.23,2353,0.2,0.24,475.89
9736.21,2133,0.2,0.23,416.34
9709.98,1724,0.18,0.22,306.72
9760.78,1816,0.2,0.25,370.58
9753.18,1806,0.2,0.25,365.44
9773.06,1842,0.2,0.24,376.08
9749.79,1815,0.22,0.24,393.14
9717.55,1705,0.21,0.23,365.25
9725.64,1664,0.25,0.24,409.11
9738.01,1581,0.25,0.28,394.11
9753.23,1801,0.22,0.26,401.06
9731.71,1803,0.2,0.23,365.68
9728.89,1835,0.25,0.3,457.5
9691.6,2093,0.26,0.29,538.5
9754.72,2297,0.26,0.26,596.55
9735,2658,0.26,0.35,701.49
9745.42,2274,0.26,0.29,585.44
9719.52,2611,0.27,0.28,697.32
9689.99,2682,0.26,0.32,701.05
9671.97,2798,0.23,0.28,644.55
9706.38,2455,0.25,0.27,614.4
9715,2594,0.27,0.31,694.1
9723.14,2415,0.26,0.27,625.37
9704.29,2330,0.22,0.27,509.43
9695.01,2284,0.24,0.28,540.92
9701.41,2201,0.23,0.27,500.22
9712.95,2206,0.23,0.23,505.42
9697.94,2103,0.23,0.24,490.2
9781.51,1884,0.24,0.25,448.45
9714.01,1702,0.18,0.2,302.78
9705,1539,0.23,0.25,359.34
9702.13,1727,0.25,0.25,424.44
9680.89,1920,0.27,0.31,525.53
9679.36,2034,0.28,0.29,569.49
9695.85,1872,0.26,0.29,490.32
9690.62,1961,0.25,0.25,492.15
9682.64,2207,0.21,0.26,464.94
9682.75,2019,0.25,0.28,505.74
9672.02,2579,0.26,0.27,669.87
9677.02,2472,0.27,0.29,666.47
9727.51,2429,0.26,0.28,625.92
9730.29,2453,0.28,0.28,677.21
9718.37,3032,0.28,0.29,860.69
9718.76,3304,0.29,0.32,944.01
9726.42,2865,0.27,0.27,778.05
9711.04,3012,0.27,0.25,803.36
9713.09,2484,0.26,0.27,639.56
9710.05,2321,0.22,0.25,513.8
9729.92,2780,0.17,0.2,481.91
